Gene_Hugo_Symbol,Entrez_Gene_Id
IFI44,10561
TMCC1,23023
MSI1,4440
DAAM2,23500
CD300A,11314
ANKRD20A3,441425
SMUG1,23583
C11orf80,79703
CXCR2,3579
GLRA3,8001
HNRNPD,3184
PSMG1,8624
ATP8B3,148229
NUP85,79902
VTA1,51534
CMTM3,123920
C5AR1,728
PMCH,5367
JPH4,84502
BARX2,8538
KIFC2,90990
TP63,8626
SLC16A3,9123
ORC3,23595
SCN11A,11280
TPSG1,25823
LAD1,3898
SMAD2,4087
TMEM105,284186
HIPK4,147746
RUNDC3A,10900
ID4,3400
CASC5,57082
TMEM186,25880
KNDC1,85442
SP6,80320
ADA,100
WDR6,11180
PYHIN1,149628
MON1B,22879
LILRB3,11025
AL354993.1,0
VTCN1,79679
CASP12,100506742
ZFP28,140612
BOLA2,552900
CBFA2T2,9139
LPXN,9404
SOX7,83595
PDK1,5163
INO80D,54891
KDM3A,55818
MSMP,692094
EDNRA,1909
ANKRD13A,88455
SERPIND1,3053
GPR158,57512
LYSMD3,116068
CSAG1,158511
ERMP1,79956
FAM21D,0
RAC2,5880
C20orf144,128864
FKTN,2218
TPSAB1,7177
HOXA11,3207
GSR,2936
ACAA1,30
MARCKSL1,65108
MICAL3,57553
PPAPDC3,84814
SLC35F2,54733
PRDM2,7799
ATP11A,23250
LMBR1L,55716
CYCS,54205
BRMS1L,84312
AHDC1,27245
C9orf72,203228
FAM83H,286077
RP11-867G23.8,0
NCOA7,135112
EMC1,23065
TMEM192,201931
SIAE,54414
MTA3,57504
RGCC,28984
BHLHB9,80823
AMMECR1,9949
ZNF286A,57335
ASB14,142686
SOGA3,9729
COQ10A,93058
RGN,9104
GPRC5C,55890
CDC42SE1,56882
IER5,51278
C10orf35,219738
PALM2-AKAP2,11217
KLHL9,55958
CCDC88A,55704
COPE,11316
CMPK2,129607
C1QTNF2,114898
SERTAD3,29946
EIF3M,10480
SUV39H1,6839
HBA1,3039
ZBTB20,26137
GPR21,2844
ARHGAP39,80728
STAB1,23166
SCP2,6342
RP11-793H13.10,0
C7orf13,0
GP9,2815
BAIAP3,8938
KLF5,688
SOBP,55084
LIN37,55957
ZNF19,7567
ATP2A2,488
FGF12,2257
HMBS,3145
SMAD3,4088
SYNPO,11346
TRIM59,286827
FRG2,448831
WHSC1,7468
TEF,7008
CXCR3,2833
RAB40A,142684
EFCAB10,0
SLC4A1AP,22950
PEAR1,375033
TMPRSS11B,132724
RHBDL2,54933
ACE,1636
CRELD2,79174
PPP1R15B,84919
PPARGC1B,133522
STAB2,55576
ZNF74,7625
THTPA,79178
MRPS12,6183
SENP2,59343
EWSR1,2130
CREG2,200407
RAD23B,5887
LPAR5,57121
CCNI2,645121
KRT9,3857
PCDH18,54510
AC079210.1,0
WNT9A,7483
NDUFB11,54539
IGSF8,93185
RPL11,6135
ASAP2,8853
MCIDAS,345643
OPHN1,4983
TFAP2C,7022
FAM105B,90268
HPS1,3257
SPRR2A,6700
SALL4,57167
RSPH3,83861
PCBP4,57060
C20orf26,26074
HBP1,26959
WBP4,11193
HIST1H4C,8294
LPCAT4,254531
AKIRIN2,55122
ZDHHC21,340481
B4GALT3,8703
CCDC170,80129
RAB1B,81876
GPRC5A,9052
WDR70,55100
AC068620.1,0
CFH,3075
DCTPP1,79077
RP11-343C2.7,0
CRISP2,7180
ATP13A2,23400
ZNF831,128611
LMBR1,64327
SENP7,57337
IGFBP5,3488
DRG1,4733
ARL11,115761
FAM206A,54942
SLX1A,79008
TNNI1,7135
NAA15,80155
CASZ1,54897
VNN2,8875
C9orf9,11092
BAK1,578
PDLIM3,27295
ANKFY1,51479
SSR1,6745
RBBP4,5928
PUF60,22827
RASA4,10156
ACRBP,84519
F12,2161
SP8,221833
COL6A6,131873
DPY30,84661
CYB561D2,11068
AL358113.1,0
POP7,10248
AMY2B,280
POLR3GL,84265
CTD-3105H18.18,0
NDNL2,56160
TM2D1,83941
PDE8B,8622
NFE2L1,4779
GRHL2,79977
SMO,6608
SPAG9,9043
SGTB,54557
NCR1,9437
TRIM13,10206
ARFIP1,27236
CCDC176,80127
LGALSL,29094
TPK1,27010
KCNMB1,3779
TCTEX1D1,200132
NHLRC4,283948
TADA3,10474
ARHGAP11A,9824
INPP5D,3635
RIMS3,9783
RNF41,10193
LRRC38,126755
AAAS,8086
VDAC1,7416
NDUFS2,4720
AC079602.1,0
FAM188A,80013
TP53,7157
GPR143,4935
EPM2AIP1,9852
EYA3,2140
TMEM130,222865
VCP,7415
NFIC,4782
LINGO1,84894
FBXO46,23403
PTPRH,5794
CC2D2B,387707
TMEM194B,100131211
NPY4R,100996758
NEBL,10529
AMN,81693
PIEZO2,63895
RP11-542P2.1,0
CD47,961
PLAU,5328
REEP4,80346
MAGED4B,81557
SBF1,6305
GYS1,2997
MCMDC2,157777
PTCHD1,139411
KPNA1,3836
LIPK,643414
VNN3,0
RIN3,79890
DNASE2B,58511
CIRH1A,84916
TMEM64,169200
PLCB1,23236
CTHRC1,115908
SIM2,6493
TM4SF4,7104
ASGR1,432
KB-1980E6.3,0
RGS7BP,401190
ADRA2A,150
UBP1,7342
TRHDE,29953
ADCY9,115
NOP2,4839
PPP1R9B,84687
ANGPTL7,10218
ZIC2,7546
RGS16,6004
PPFIA2,8499
RAET1L,154064
SUDS3,64426
TMEM159,57146
UBASH3B,84959
TMEM151B,441151
MOCOS,55034
TRIM22,10346
SNX22,79856
AL353791.1,0
ABCC11,85320
CCDC65,85478
PRODH,5625
C21orf88,0
DPYS,1807
SLC9A4,389015
RPS6KA1,6195
BRCC3,79184
RASGEF1B,153020
COX7A1,1346
RYBP,23429
INA,9118
KIDINS220,57498
DOCK2,1794
SAE1,10055
GNB5,10681
KIAA0141,9812
CDK6,1021
CASC1,55259
KIF7,374654
RP11-287D1.3,0
AUH,549
CDK4,1019
GNG11,2791
PADI4,23569
ULK1,8408
GPR116,221395
RNF112,7732
CEP192,55125
PLA2G5,5322
GTF2IRD2,84163
UBE2A,7319
ERLIN2,11160
RARS,5917
ZNRF1,84937
KIAA1683,80726
SLFNL1,200172
CDC123,8872
AP005482.1,0
C1QTNF9,338872
FAM120C,54954
EED,8726
TCF24,100129654
TMC8,147138
C3orf72,401089
SLC30A6,55676
SH2D4B,387694
CTSG,1511
WWP2,11060
TMEM119,338773
PKD2L1,9033
ST3GAL6,10402
GPR125,166647
MALL,7851
TLCD2,727910
ALG2,85365
EMILIN3,90187
CXCR6,10663
STOX2,56977
MAMDC2,256691
LEPREL4,10609
PIAS3,10401
B3GALNT1,8706
THBS2,7058
PLOD3,8985
AHCY,191
ZNF226,7769
COPS5,10987
APOBEC3F,200316
MAP3K8,1326
RGS11,8786
ZNF740,283337
PIK3AP1,118788
KDELR2,11014
TMEM79,84283
NUDT5,11164
C1orf162,128346
PSMD3,5709
TMEM106B,54664
ORC5,5001
IRF1,3659
PRIMA1,145270
FRMD4A,55691
CCDC13,152206
CLEC4D,338339
DNASE1L3,1776
DPPA4,55211
NUBP2,10101
TRAM1,23471
FAM220A,84792
HIST1H2BH,8345
C21orf91,54149
EIF5A,1984
TPGS2,25941
DNAH8,1769
UBE3A,7337
HS6ST2,90161
DNAJB2,3300
MTM1,4534
P2RY10,27334
SNRPD3,6634
MORC2,22880
ATXN3,4287
PVRL3,25945
TNS4,84951
ZNF415,55786
GRSF1,2926
APTX,54840
WIPI1,55062
SLC43A2,124935
OLFML3,56944
CERS3,204219
RBMS1,5937
PCDHB12,56124
GINS2,51659
RGR,5995
MEX3B,84206
SH3BP5,9467
SPATC1L,84221
IL18BP,10068
PRELP,5549
PARD3B,117583
E2F1,1869
SPATA25,128497
RAB17,64284
CTD-3203P2.2,0
WISP1,8840
ARHGAP17,55114
PGM1,5236
UPK3B,80761
C9orf64,84267
NEK10,152110
FOXO4,4303
PPIB,5479
TMED7,51014
APAF1,317
C10orf128,170371
TDG,6996
SPTLC3,55304
RP11-451M19.3,0
EXD2,55218
AFAP1,60312
FSD2,123722
GPATCH2,55105
DEFB126,81623
PIH1D3,139212
RNF122,79845
NR2F2,7026
STT3B,201595
FAHD2B,151313
PRR13,54458
ADRB2,154
EFNA3,1944
KLHDC8A,55220
LENEP,55891
BCL7C,9274
AC022431.2,0
RP11-503N18.3,0
SLC41A1,254428
UGT1A7,54576
SNX31,169166
OVOL1,5017
STK35,140901
CSRNP1,64651
FJX1,24147
RNF168,165918
ANKRD53,79998
BORA,79866
CBS,875
DIRC3,729582
SLC4A3,6508
PPP1R10,5514
MARCH7,64844
HCK,3055
PPP1R12B,4660
EHD1,10938
TBCCD1,55171
DHRS11,79154
USP34,9736
GTF2B,2959
EID1,23741
RPRD1A,55197
TMED10,10972
PAQR7,164091
CD160,11126
BICD1,636
ELAVL1,1994
TOP3B,8940
DKFZP667F0711,0
ALKBH7,84266
DTD1,92675
PTH1R,5745
GTF2A1,2957
TGIF2,60436
TAF1D,79101
PRKCH,5583
SENP1,29843
DBR1,51163
WBSCR28,135886
SRRT,51593
SPCS3,60559
MT1A,4489
TBC1D10C,374403
SIK1,150094
KRT19,3880
SLC4A11,83959
CPB2,1361
SULT1A1,6817
ZNF438,220929
SEC14L6,730005
TCTN3,26123
TATDN2,9797
BZW1,9689
SETDB2,83852
BIRC3,330
RP11-293I14.2,0
FLJ20373,0
TOB1,10140
VIP,7432
MKL2,57496
TTC6,319089
IGFBP3,3486
CDC25C,995
RP11-664D7.4,0
AQP5,362
USB1,79650
STAP2,55620
HBB,3043
HDHD2,84064
GSTM5,2949
SLC44A3,126969
SH3BP5L,80851
PRG2,5553
ACTR2,10097
AARS2,57505
SAG,6295
MDH2,4191
CNTNAP5,129684
TMEM107,84314
TOR1AIP1,26092
PSMD2,5708
LONRF3,79836
PRR24,255783
SLC6A8,6535
ZNF707,286075
RXRG,6258
SRPRB,58477
MMACHC,25974
C1orf74,148304
HK1,3098
FBLN5,10516
TAF1B,9014
LRCH2,57631
ENKD1,84080
SUZ12,23512
ABCD3,5825
SNAI3,333929
CLASP1,23332
SLC39A2,29986
PLOD2,5352
RBL2,5934
TRMT6,51605
UQCC2,84300
PLD6,201164
KCNK17,89822
SCPEP1,59342
RPS21,6227
MYO15A,51168
PODN,127435
ZNF133,7692
ARHGDIB,397
CUX1,1523
METAP1D,254042
ZNF121,7675
MRPS9,64965
LMLN,89782
BPI,671
EGFL8,80864
CHPT1,56994
NUMA1,4926
RP11-1085N6.3,0
SKAP2,8935
PRSS3,5646
TMOD3,29766
CD1D,912
ITPK1,3705
GET4,51608
NAP1L5,266812
IBTK,25998
SNX24,28966
PAFAH1B3,5050
MEN1,4221
NMNAT3,349565
PARG,8505
GSE1,23199
AL358333.1,0
KRT37,8688
C16orf89,146556
C14orf142,84520
HLA-DMA,3108
DENR,8562
MCM6,4175
CHTF18,63922
CD34,947
PCDHGA10,56106
SCML2,10389
AP000974.1,0
YPEL2,388403
LSM2,57819
CDH5,1003
SRRM5,100170229
ZCCHC5,203430
RASGEF1A,221002
PET117,100303755
PNPT1,87178
KIAA1211,57482
ATL1,51062
STEAP4,79689
CAST,831
DCTN4,51164
HIST1H2AB,3012
FAM136A,84908
ZNF77,58492
PMAIP1,5366
SYT11,23208
MPI,4351
ZNF607,84775
ABHD14B,84836
MARCH10,162333
ZNF469,84627
ANKRD40,91369
ACOT7,11332
ZNF556,80032
DAK,26007
ACTC1,70
MYO19,80179
ZRANB3,84083
TRAF6,7189
CDCA7L,55536
TEX10,54881
EBF1,1879
C11orf24,53838
KCND2,3751
UCHL5,51377
QPCTL,54814
SLC5A4,6527
CREBRF,153222
FHL5,9457
ARRDC2,27106
COPB2,9276
XPO5,57510
ANKRD22,118932
PIH1D1,55011
MUSK,4593
CDC14A,8556
DPT,1805
FAM83B,222584
SMPDL3B,27293
CSTF1,1477
ZNF746,155061
CPO,130749
SNAP29,9342
MPP5,64398
ARL14,80117
MESP1,55897
HMGCLL1,54511
PABPC3,5042
RPL18,6141
QKI,9444
PAPL,0
DDC,1644
C10orf105,414152
RNASE1,6035
OSBP2,23762
GAMT,2593
TRPS1,7227
TRIM17,51127
DUS4L,11062
RNF34,80196
SERPINB6,5269
SLC7A6,9057
HIF1AN,55662
OMG,4974
TRIM62,55223
SHC3,53358
PICALM,8301
ADTRP,84830
TLK2,11011
PTGES3L,100885848
DDX3X,1654
PDK2,5164
NLRP3,114548
KRBA2,124751
STK10,6793
KCNN2,3781
THUMPD3,25917
ATAT1,79969
NDUFC2,4718
CPEB3,22849
ABHD1,84696
NUPL2,11097
DHH,50846
MSRB2,22921
ALG10B,84920
ZFP41,286128
TTC17,55761
ZNF677,342926
EFCAB4A,283229
LY6K,54742
ANKRD28,23243
CALM2,801
MALT1,10892
TCEB3,6924
PURA,5813
SPDYA,245711
HS3ST3A1,9955
FBXL18,80028
KCNA3,3738
KRR1,11103
KLRC3,3823
VPS33A,65082
KPNA2,3838
SYF2,25949
UBR5,51366
COL6A5,256076
OR2W3,343171
HECW1,23072
NDUFAB1,4706
RNASEK,440400
ALG8,79053
ZNF34,80778
MRPL44,65080
AAMDC,28971
TLN2,83660
IFT74,80173
ZNF783,100289678
SLC25A10,1468
DCST1,149095
MYH2,4620
IRF9,10379
FBP1,2203
HSPB2-C11orf52,3316
SYCP2,10388
ZNF423,23090
YWHAG,7532
NKAIN1,79570
KAT8,84148
C9orf78,51759
CCNJL,79616
HSPB8,26353
PTPRC,5788
CKAP5,9793
CD244,51744
RAB18,22931
TARBP2,6895
TSC2,7249
GPR161,23432
CALR3,125972
RTEL1,51750
IL18RAP,8807
RBMS2,5939
NRG3,10718
DGKB,1607
CLEC12B,387837
HOMER3,9454
SERPINB5,5268
C9orf171,389799
MAPK8,5599
S1PR2,9294
ACAP3,116983
ZNF280C,55609
ERCC5,2073
CLCNKB,1188
RP11-321N4.5,0
SIX1,6495
RWDD1,51389
TTC18,118491
SLC5A6,8884
EPYC,1833
CCDC90B,60492
ARMCX1,51309
CTNNB1,1499
CXCR1,3577
LONP1,9361
TCF15,6939
GALNT12,79695
ABCA7,10347
GPAA1,8733
EFCAB12,90288
LYSMD1,388695
SNED1,25992
PMM1,5372
FHAD1,114827
LYRM5,144363
CCDC155,147872
ADAMTS4,9507
EI24,9538
CST7,8530
RAN,5901
SSFA2,6744
SEMA5A,9037
MAGEA10,4109
GPS1,2873
SPI1,6688
CIAO1,9391
PTPLAD2,401494
FNDC4,64838
DDX1,1653
CYSTM1,84418
RASIP1,54922
SQSTM1,8878
LIPM,340654
CLPTM1L,81037
FKBP10,60681
CEP135,9662
GPR162,27239
ZNF487,0
SEPT3,55964
CPOX,1371
BTNL3,10917
CHAC2,494143
TUBA1B,10376
CADM3,57863
ARL6IP6,151188
BATF2,116071
PP2D1,151649
CCL15-CCL14,6359
TFEB,7942
CGREF1,10669
MGAT4A,11320
FAM124A,220108
CPD,1362
LOXL1,4016
SRP9,6726
MRPS33,51650
NKX2-5,1482
UCHL1,7345
TGFBR3,7049
SLC10A6,345274
NSRP1,84081
ZKSCAN7,55888
PHF2,5253
FAM46B,115572
MTHFR,4524
LRRC18,474354
ZNF467,168544
HYI,81888
FETUB,26998
HHEX,3087
CCL17,6361
TEX19,400629
IL36RN,26525
SLC51B,123264
SETD2,29072
B3GNT7,93010
ZNF562,54811
C19orf55,148137
AGO4,192670
SPATA7,55812
DAPL1,92196
PRSS35,167681
CTDSP1,58190
KIAA1024,23251
SLAMF9,89886
CFLAR,8837
MS4A15,219995
FUNDC1,139341
SLC41A2,84102
EPC2,26122
PPAPDC1B,84513
ST7,7982
GOLT1B,51026
C1orf112,55732
FOXRED2,80020
MRPS10,55173
LRP11,84918
ADM2,79924
EXOC3L1,283849
BOP1,23246
PSMD4,5710
TFB1M,51106
NUDT16,131870
PFKP,5214
FHDC1,85462
ESAM,90952
TMEM167A,153339
KLF2,10365
POLR2D,5433
MRFAP1,93621
UBE2D4,51619
SNW1,22938
RPL22L1,200916
DPH2,1802
NSF,4905
TSPAN33,340348
SRP14,6727
USP14,9097
CIR1,9541
EEFSEC,60678
C1orf54,79630
RDH8,50700
RAF1,5894
UTP23,84294
PYCR2,29920
MRPS22,56945
SIN3A,25942
CPSF4,10898
TMOD2,29767
HBEGF,1839
MXD3,83463
CCDC41,51134
SGOL2,151246
DNAAF1,123872
LRRC23,10233
GMPPA,29926
ECM2,1842
SERPINA1,5265
ATOH7,220202
GUSB,2990
BRSK1,84446
SCAMP4,113178
GFPT1,2673
CDKN2B,1030
SPN,6693
TEX14,56155
ZNF574,64763
SSB,6741
NCOA4,8031
MCTP1,79772
RTCA,8634
C16orf87,388272
CNPY2,10330
C2CD2L,9854
MAFK,7975
MRAS,22808
KCTD3,51133
APOA5,116519
CD300E,342510
GRHL1,29841
TRMT10A,93587
METTL11B,149281
TMEM173,340061
HIST2H2AB,317772
HCLS1,3059
TOM1L2,146691
CXorf61,0
HBZ,3050
S100A6,6277
WNT10B,7480
SNX25,83891
MFSD9,84804
SESTD1,91404
GPR27,2850
MYNN,55892
PDP1,54704
PSMC6,5706
FASTKD1,79675
CDC37,11140
UBE2Z,65264
RNF216,54476
NKPD1,284353
THNSL1,79896
CD37,951
ABRACL,58527
SLC9A3R2,9351
MYH1,4619
ANAPC11,51529
TCEA1,6917
SAC3D1,29901
ZNF559,84527
KRT74,121391
RND2,8153
TRANK1,9881
TLCD1,116238
GGA2,23062
EPAS1,2034
XKR9,389668
ZFHX3,463
C6orf132,647024
SLX4,84464
CDIP1,29965
MYADM,91663
SF3B14,0
TMEM252,169693
RGS18,64407
TNIP1,10318
FTSJ2,29960
TMEM201,199953
RAC1,5879
ADAD2,161931
NT5DC2,64943
B3GAT3,26229
TNFRSF1B,7133
AASDHPPT,60496
LRRC8D,55144
TNFRSF19,55504
SLC13A5,284111
LDLRAD1,388633
MAFF,23764
CTDSPL2,51496
STX4,6810
TALDO1,6888
DOLPP1,57171
RASA3,22821
TMEM229B,161145
GYLTL1B,120071
CORO2B,10391
C16orf54,283897
CCDC87,55231
RRAGA,10670
SEC14L3,266629
MRPS25,64432
GNG10,2790
SHQ1,55164
ABCC10,89845
PNPLA2,57104
IL1RAPL2,26280
OVGP1,5016
TEX26,122046
SLCO2B1,11309
STAT5A,6776
ZEB1,6935
MTMR9,66036
ELF2,1998
EHF,26298
CTD-2006C1.10,0
REG1A,5967
GJB3,2707
SLC39A14,23516
TAF3,83860
C8orf33,65265
DAXX,1616
TRAPPC1,58485
MAPK9,5601
USP12,219333
WDR45B,56270
INTS8,55656
DLD,1738
PHB2,11331
MRPL11,65003
INO80,54617
JAK1,3716
RBL1,5933
NDUFA9,4704
P4HA1,5033
ALS2CR12,130540
MRPL35,51318
ANXA6,309
FAM135B,51059
PNMT,5409
C2orf82,389084
RGL3,57139
KCNE2,9992
RPN1,6184
C10orf107,219621
ARMC7,79637
TCTN1,79600
SHCBP1,79801
HDAC9,9734
NCF4,4689
LAS1L,81887
RFX2,5990
TSR3,115939
DYNLRB2,83657
SFT2D1,113402
KIR3DL1,3811
NF1,4763
CD38,952
RAB25,57111
KIAA0355,9710
SLC34A1,6569
DEDD,9191
ENAM,10117
ZNF563,147837
RBM3,5935
SACM1L,22908
SLA2,84174
ZEB2,9839
HSD17B6,8630
SLC37A4,2542
TSPAN8,7103
QRICH1,54870
TNIK,23043
LCE1F,353137
CSF3R,1441
CAPSL,133690
MSH6,2956
ADAM17,6868
FKBP4,2288
RERG,85004
PRDM6,93166
DSC3,1825
PTGFR,5737
C18orf56,494514
TUSC2,11334
PLAC9,219348
ATOH8,84913
PLAT,5327
CES4A,283848
ATP8B1,5205
ZNF248,57209
FBLN1,2192
NTMT1,28989
MLLT6,4302
PCDHGA5,56110
ADCK5,203054
CYP20A1,57404
HTT,3064
TMEM75,0
MAST3,23031
C6orf99,100130967
APBB1IP,54518
OLFM2,93145
DCAF12L2,340578
CCDC153,283152
HNMT,3176
TIMD4,91937
RBMY1J,5940
ADCY10,55811
ZNF639,51193
PAQR6,79957
TTC19,54902
AP001816.1,0
EMR3,84658
TRIM41,90933
C3,718
KIAA1549,57670
ERICH1,157697
GRIN3B,116444
CEP250,11190
RCE1,9986
ARHGEF18,23370
TDRP,157695
VEPH1,79674
SMIM4,440957
TMEM9B,56674
ITK,3702
NUTM2A,728118
KIAA1984,0
SRP54,6729
FAM92A1,137392
KIAA1377,57562
TFEC,22797
RP9,6100
ABR,29
C5orf24,134553
ADGB,79747
SMDT1,91689
C6orf123,0
STK32C,282974
SLC52A3,113278
AC010547.9,0
STARD8,9754
SYTL3,94120
SLCO6A1,133482
IGSF3,3321
DUSP9,1852
ADORA2A,135
CACTIN,58509
SP3,6670
VASP,7408
PHKA1,5255
NABP2,79035
MGC4294,0
UROD,7389
THSD1,55901
APOC4,346
WDR76,79968
PIH1D2,120379
FANCF,2188
GAS2L2,246176
THAP7,80764
UTP18,51096
PYCRL,65263
NOL11,25926
ZNF385C,201181
EMC6,83460
AC021218.2,0
C1QTNF4,114900
KIAA2026,158358
TMED6,146456
PTPRO,5800
CELA2B,51032
LSM1,27257
AP000679.2,0
INTS6,26512
MSANTD3,91283
HOXC6,3223
CCDC84,338657
ZNF829,374899
IQGAP1,8826
TXNRD3,114112
SEC24B,10427
NOD1,10392
FAM25A,643161
TIPIN,54962
MTERFD3,80298
APITD1,378708
RNF145,153830
DYNC1LI2,1783
DNAH17-AS1,0
L2HGDH,79944
CD2,914
PKMYT1,9088
IL7R,3575
SEMA3G,56920
TENM4,26011
KRAS,3845
ZNF891,101060200
TADA2A,6871
NHSL1,57224
ATF7,11016
KCNRG,283518
ZNF256,10172
DOCK10,55619
CYP3A7,1551
CNDP2,55748
HPSE2,60495
STAMBP,10617
ZNF358,140467
COL1A2,1278
ANAPC1,64682
ARL8A,127829
SH3BP4,23677
ANK3,288
MAEA,10296
BEST1,7439
LMNB2,84823
DNAJC9,23234
SEPT12,124404
TRIM38,10475
AATF,26574
C17orf97,400566
TSPAN32,10077
KCNMB3,27094
SLC2A6,11182
CLEC12A,160364
MYO1G,64005
BSDC1,55108
TMEM185A,84548
SLC19A2,10560
C22orf15,150248
TNR,7143
TMEM38B,55151
GPNMB,10457
TRIM2,23321
SPIRE1,56907
KCTD14,65987
AL590708.2,0
PRELID2,153768
MINA,84864
KLF6,1316
ANKLE1,126549
GK5,256356
FIG4,9896
ZFPL1,7542
CSGALNACT2,55454
GBP7,388646
ZNHIT3,9326
ETV4,2118
PKD2,5311
ZNF175,7728
FAIM,55179
TUFT1,7286
FAM46A,55603
ACKR3,57007
NRN1,51299
PCDH1,5097
MICAL2,9645
DNAH14,127602
TMX3,54495
DNAJB14,79982
DTHD1,401124
ENO1,2023
AP000322.53,0
RAD9A,5883
ZBTB40,9923
CYS1,192668
RIMS2,9699
GABRA3,2556
ERVMER34-1,100288413
SRF,6722
AVPR2,554
FKBPL,63943
RPGRIP1L,23322
GUCY2D,3000
ARL6,84100
EME1,146956
RTN4,57142
ARPC1A,10552
SYNC,81493
PEX11G,92960
TYRO3,7301
BLOC1S3,388552
TTLL3,26140
HIST1H2AM,8329
ZNF654,55279
GMCL1,64395
TXN,7295
SEMA3E,9723
XKR3,150165
CHRNB4,1143
BNC1,646
BTBD10,84280
FPR1,2357
DPH3,285381
AGPAT5,55326
PCDH19,57526
CYB561D1,284613
CD93,22918
CASD1,64921
CLEC4F,165530
MYD88,4615
DHX37,57647
FAM213A,84293
ACBD3,64746
GP1BB,2812
LRRC3DN,0
RHOBTB1,9886
RIOK3,8780
MEF2C,4208
RUFY1,80230
IL11RA,3590
TNFSF15,9966
REP15,387849
CENPE,1062
SEMA4F,10505
AMER1,139285
CDK5R1,8851
ZNF697,90874
DNAJA1,3301
ATG9B,285973
PARP15,165631
LRRC16B,90668
C6orf25,80739
COL5A2,1290
GSTCD,79807
H1F0,3005
RPGR,6103
PRR3,80742
MCCC2,64087
H2BFWT,158983
TMEM222,84065
CYTL1,54360
PARVA,55742
ZNF385A,25946
ANKDD1B,728780
AAK1,22848
DBNDD1,79007
RPL34,6164
PHF14,9678
ZNF408,79797
ZNF106,64397
RANGAP1,5905
NR2F6,2063
PLXDC2,84898
NF2,4771
HDLBP,3069
MRC1L1,0
ZNF146,7705
IGSF6,10261
SLC19A3,80704
EHD2,30846
FAIM3,9214
WRAP73,49856
SP140,11262
C1QBP,708
GLB1,2720
PAX9,5083
RPUSD1,113000
NRM,11270
ATG4A,115201
CFHR4,10877
FAM78A,286336
C10orf95,79946
PPP6R1,22870
RDH10,157506
FHOD1,29109
BTN2A1,11120
CYP17A1,1586
EXO1,9156
VASN,114990
PHACTR3,116154
MFAP3,4238
SIGLEC11,114132
CDNF,441549
RNASE4,6038
MRRF,92399
ATP6V0D1,9114
FAM46C,54855
IQCD,115811
PITPNM2,57605
CCDC61,729440
MYL9,10398
COL9A3,1299
SPATS2,65244
LACTB,114294
CAPN1,823
ZNF100,163227
S100A2,6273
GATA4,2626
VPS11,55823
PRKAB1,5564
UBXN10,127733
AC010336.1,0
RGSL1,353299
GAL,51083
FBXO15,201456
KLF13,51621
MESDC1,59274
NFAT5,10725
TMED7-TICAM2,353376
ASIC1,41
TPD52,7163
AR,367
RP11-212D19.4,0
PARP3,10039
AHSA1,10598
C21orf33,8209
S100A7A,338324
MMP1,4312
FGFR4,2264
AC016722.2,0
TMEM128,85013
PPP1R3G,648791
SLC2A5,6518
LRRC16A,55604
CCDC15,80071
PRKCA,5578
PLXNA1,5361
CA4,762
FAM188B,84182
ABTB1,80325
SLC24A1,9187
GEMIN7,79760
KIAA0040,9674
TP53INP1,94241
PNKP,11284
IDUA,3425
KIAA1731,85459
RNF224,643596
FAM172A,83989
ALX1,8092
CYP1A2,1544
IL27,246778
BAIAP2L2,80115
PGD,5226
CD300LB,124599
EP400NL,347918
ETAA1,54465
GPR20,2843
CCDC114,93233
H1FNT,341567
ZNF24,7572
TRAF7,84231
CITED1,4435
HINT3,135114
TEAD1,7003
SCAMP2,10066
ACTA2,59
POTEF,728378
NUDT6,11162
NCK2,8440
LRRC63,220416
BTBD9,114781
C16orf86,388284
GPA33,10223
PYROXD2,84795
SPDYE3,441272
PCDHB11,56125
GP5,2814
GSK3B,2932
ASIC5,51802
RAD23A,5886
TUBB6,84617
SPC25,57405
CBX3,11335
KCTD1,284252
C10orf91,170393
PDX1,3651
LRRC27,80313
DUSP16,80824
C3AR1,719
HNRNPM,4670
GP1BA,2811
CSE1L,1434
RAD54B,25788
ULK2,9706
LST3,0
RAB19,401409
KLRC4,8302
EDN1,1906
ZNF582,147948
TSPAN14,81619
TEX12,56158
ARRB2,409
FLJ00388,0
FZD4,8322
MIEF2,125170
KRT15,3866
TMEM249,340393
DCAF16,54876
ZNF660,285349
RAB3GAP2,6791
C19orf57,79173
ZNF292,23036
RBM12B,389677
HLA-A,3105
OR11H6,122748
NUPR1,26471
RHOD,29984
OR1G1,8390
DPY19L3,147991
SGPP1,81537
CHAF1B,8208
P2RY14,9934
VPS25,84313
ECT2,1894
CCDC28A,25901
KCTD12,115207
BRAT1,221927
HRG,3273
UBAP1L,390595
IGSF9,57549
SLC35B4,84912
JUND,3727
MAP7D2,256714
FBXL20,84961
PPP2R5D,5528
SPRR1B,6699
IFNL3,282617
DMRTA2,63950
FNBP1,23048
PFKL,5211
CDK2AP1,8099
C11orf70,85016
FAM110B,90362
LCMT1,51451
LRRC42,115353
MCM7,4176
AL118506.1,0
P2RY1,5028
KIF9,64147
SIPA1,6494
HPCAL4,51440
GADD45B,4616
FAM21A,55747
FOLR3,2352
ANKRD37,353322
LHFPL1,340596
HN1L,90861
MARS2,92935
AL121963.1,0
KIAA1549L,25758
MTERF,7978
MTCP1,4515
ALPK1,80216
MPZL1,9019
MOCS3,27304
PATE2,399967
ZFYVE1,53349
BMP1,649
TESC,54997
